sLong,sLat,mean,lu_avg_01,lu_avg_02,lu_avg_03,lu_avg_04,lu_avg_05,lu_avg_06,lu_avg_07,lu_avg_08,lu_avg_09,lu_avg_10,lu_avg_11,lu_avg_12,prec,tmin,tmax,soil_avg_01,soil_avg_02,soil_avg_03,soil_avg_04,soil_avg_05,soil_avg_06,soil_avg_07,soil_avg_08,soil_avg_09,soil_avg_10,hydro_avg_01,hydro_avg_02,hydro_avg_03,hydro_avg_04,hydro_avg_05,hydro_avg_06,hydro_avg_07,hydro_avg_08,hydro_avg_09,hydro_avg_10,hydro_avg_11,hydro_avg_12,hydro_avg_13,hydro_avg_14,hydro_avg_15,hydro_avg_16,hydro_avg_17,hydro_avg_18,hydro_avg_19,dem_avg,slope_ave,lentic_lotic01
-80.962502,32.695835,0.8525,25,0,4,39,0,5,26,0,0,0,0,0,103276,106,257,37,53,51,31,17,3,14,1472,240,5,182,134,42,6601,334,18,316,264,140,264,94,1667939,204643,81622,27,584792,284820,584792,284820,38,16,3
-80.92083,27.4625,1.47277777777778,10,0,2,25,4,12,47,0,0,0,0,0,14344,120.75,255.5,41,59,67,23,10,3,19,1349,240,4,223,121,52,4038,330,97,233,270,180,271,169,278022,42342,9956,53,122874,32940,122874,32940,24,2,2
-80.92083,35.395832,1.76944444444444,9,0,6,25,0,9,44,0,6,0,0,0,8870,35,173.333333333333,27,51,46,34,20,6,11,1460,240,4,152,130,38,7592,318,-19,337,248,104,248,52,104645,10397,7272,9,28135,23826,28135,23826,230,40,2
-80.912498,27.245832,2.17314814814815,0,1,7,5,4,11,72,0,0,0,0,0,4830.66666666667,147.333333333333,277,42,60,59,27,14,3,23,1370,227,11,225,118,51,4002,329,101,228,272,182,273,171,108278,16787,3861,54,48038,12887,48038,12887,13,4,1
-80.904167,35.120834,1.26666666666667,10,0,5,18,1,3,13,0,49,0,0,0,19063,41.5,176,26,51,50,33,18,7,11,1481,240,5,155,126,37,7582,320,-13,333,71,107,252,56,246334,24966,16863,11,67569,55074,67569,55074,218,43,2
-80.879166,33.487499,0.5175,7,0,7,33,0,13,38,0,1,0,0,0,292702,58,201,20,53,50,33,17,4,11,1511,240,1,173,136,41,7016,333,7,326,262,128,262,81,3031961,337332,167739,20,961997,570991,961997,570991,115,48,3
-80.870834,27.362499,2.25821428571429,6,0,3,15,3,13,60,0,0,0,0,0,28690.4,132.8,266.6,36,59,65,24,11,3,20,1360,239,4,224,121,52,4028,330,98,232,271,181,272,169,574207,88012,20559,53,254177,68003,254177,68003,21,4,3
-80.862503,35.145832,1.616,11,0,2,17,0,1,7,0,62,0,0,0,14845,-2,127,28,50,49,33,18,6,11,1484,240,5,154,127,38,7574,319,-14,333,70,106,250,55,172937,17512,11971,11,47383,38509,47383,38509,220,39,2
-80.837502,27.3125,1.50119047619048,7,0,5,13,2,12,61,0,0,0,0,0,49975,118.5,249,37,59,64,25,11,3,21,1364,237,5,224,119,52,4007,329,99,230,271,181,272,170,877587,133576,31506,53,385644,104636,385644,104636,20,5,3
-80.837502,27.379168,1.37583333333333,5,0,12,6,0,7,70,0,0,0,0,0,3227,132,260.333333333333,35,59,62,26,12,2,21,1390,238,4,225,117,51,3961,328,102,226,271,182,272,171,64189,9611,2317,52,27786,7732,27786,7732,20,6,1
-80.82917,27.304167,1.34134920634921,7,0,5,13,2,12,61,0,0,0,0,0,43354,141,273.5,37,59,64,25,11,3,21,1364,237,5,224,119,52,4007,329,99,230,271,181,272,170,881130,134110,31634,53,387183,105065,387183,105065,20,5,3
-80.820831,27.279167,1.35673214285714,7,0,5,13,2,12,61,0,0,0,0,0,47624.25,130,261.25,38,59,63,25,12,3,21,1363,236,5,224,119,52,3996,329,100,229,271,181,272,170,897642,136597,32229,53,394348,107067,394348,107067,19,5,3
-80.8125,35.079166,1.13888888888889,10,0,8,35,0,4,37,0,6,0,0,0,6086.66666666667,28,161,29,51,47,33,20,6,12,1477,240,4,155,127,38,7508,319,-12,331,250,108,250,57,76252,7747,5244,12,21164,16751,21164,16751,207,44,1
-80.8125,35.145832,1.07833333333333,13,0,3,30,0,0,20,0,34,0,0,0,3045,-1,127,31,49,48,34,18,6,11,1484,240,4,155,127,38,7550,319,-13,332,251,107,251,56,35577,3616,2464,11,9779,7878,9779,7878,218,32,1
-80.804169,35.204166,3.70766666666667,10,0,3,22,0,1,13,0,49,0,0,0,4885,40.5,175,29,50,48,33,18,6,11,1483,240,4,154,127,38,7557,319,-15,334,69,106,250,55,62898,6353,4384,11,17191,14019,17191,14019,228,37,1
-80.770836,27.237499,2.24880952380953,15,0,6,8,1,12,56,0,0,0,0,0,4826.5,129.75,254,47,60,60,24,15,3,24,1352,238,5,226,112,51,3914,325,105,220,271,184,272,172,95729,13989,3511,50,40459,11861,40459,11861,17,6,1
-80.754166,35.320835,2.23333333333333,13,0,11,28,0,5,34,0,8,0,0,0,7526,-5,126,27,51,48,33,19,6,11,1478,240,4,153,129,38,7600,319,-18,337,249,105,249,53,88193,8803,6138,10,23935,19893,23935,19893,234,44,1
-80.745834,27.204166,2.35625,5,0,11,11,0,8,64,0,0,0,0,0,10547.75,137.25,259.25,47,60,61,24,15,3,23,1357,235,7,226,112,51,3856,325,107,218,270,185,272,173,198362,28449,7406,49,82231,25006,82231,25006,17,8,1
-80.737503,27.2125,1.96,5,0,12,11,0,8,64,0,0,0,0,0,8815.5,135.5,259.5,46,59,61,24,14,3,23,1359,235,6,226,112,51,3856,325,107,218,270,185,272,173,194818,27924,7277,49,80725,24568,80725,24568,17,8,1
-80.70417,33.379166,2.11666666666667,3,0,5,28,0,14,48,0,2,0,1,0,9824,57,195.75,24,52,45,35,19,3,13,1510,240,1,178,132,41,6793,332,15,317,263,134,263,88,124115,14265,6328,23,41648,22475,41648,22475,55,10,1
-80.554169,25.404167,1.0875,0,0,4,3,1,15,56,20,0,0,2,0,1488,138,250,38,60,46,32,22,4,25,1354,240,6,236,99,53,3194,322,134,188,273,193,275,193,45743,7641,1085,61,19155,4032,19155,4032,5,2,1
-80.445831,26.470833,2.825,14,3,2,7,1,2,70,1,0,0,1,0,62655,118,247,165,60,41,26,33,3,45,1194,239,8,229,116,53,3541,329,113,216,270,181,271,181,1565345,239741,53155,51,652741,181433,652741,181433,5,2,3
-80.387497,33.037498,0.656666666666667,13,0,6,34,0,10,36,0,0,0,0,0,968996,24,160,26,53,48,34,18,3,13,1499,240,2,175,134,41,6881,332,11,321,262,131,262,84,11754978,1318477,619816,21,3831517,2172153,3831517,2172153,83,32,4
-80.20417,40.554165,1.13333333333333,1,0,68,7,0,2,20,0,2,0,0,0,7139887,-36,87,46,53,41,41,19,10,18,1440,240,6,89,124,34,8642,274,-91,365,177,-26,197,-26,87533708,8811705,5425697,14,25720808,18101397,25720808,18101397,513,173,6
-80.029167,32.837502,1.26666666666667,38,1,3,42,0,2,9,0,4,0,0,0,120858,35,162,42,51,46,34,19,3,16,1479,240,5,181,122,40,6655,328,22,306,264,141,264,92,1698855,217286,83712,29,617628,301332,617628,301332,19,14,3
-79.370834,37.554165,0.661388888888889,7,0,48,33,0,2,10,0,0,0,0,0,1097285,-5,134,60,52,42,38,20,12,19,1342,238,11,117,135,38,7913,294,-57,351,198,12,217,12,12600470,1252515,872417,10,3509294,2677443,3509294,2677443,621,422,5
-79.237503,35.954166,0.975151515151515,5,0,22,44,0,3,26,0,0,0,0,0,10918,73,220,31,49,43,35,22,6,11,1441,240,4,146,132,38,7634,315,-26,341,242,100,242,45,155237,15368,10918,11,43876,34218,43876,34218,192,49,2
-79.20417,35.920834,3.22,8,0,21,57,0,0,13,0,0,0,0,0,2955,26,166,32,49,45,34,21,7,11,1443,240,4,146,132,38,7592,315,-25,340,242,100,242,46,32518,3222,2296,11,9217,7119,9217,7119,173,30,1
-79.17083,36.145832,1,2,0,14,21,0,8,55,0,0,0,0,0,3402,70,216,31,49,42,36,22,6,12,1434,240,5,143,131,38,7730,314,-30,344,241,97,241,41,48165,4772,3402,10,13512,10825,13512,10825,212,34,1
-79.137497,35.770832,1.231,3,0,17,20,0,7,48,0,4,0,0,0,448721.5,28.75,163.75,29,50,44,35,21,6,11,1449,240,4,146,128,37,7696,314,-25,339,243,99,243,44,5369448,537130,368311,10,1516476,1187342,1516476,1187342,211,44,4
-79.120834,35.629166,1.39833333333333,11,0,20,37,0,3,28,0,2,0,0,0,515107.75,34.75,172.5,29,49,44,35,21,6,12,1467,240,4,151,129,38,7542,316,-20,336,246,106,246,51,6208069,645584,411084,13,1818717,1339349,1818717,1339349,170,49,4
-79.095833,35.895832,0.84,44,0,20,49,0,1,12,0,1,0,0,5,9880,76,223,40,48,45,36,21,8,12,1449,240,5,149,133,39,7585,317,-23,340,244,103,244,48,139538,13772,9880,11,39550,30446,39550,30446,162,79,2
-79.087502,35.712502,1.20857142857143,3,0,17,22,0,7,48,0,4,0,0,0,418900.142857143,49.1428571428571,188,30,50,44,35,21,6,11,1449,240,4,146,129,38,7693,314,-25,339,243,99,243,44,5611405,562024,384905,11,1586864,1239208,1586864,1239208,209,45,4
-79.029167,35.754166,0.954166666666667,22,0,12,36,0,1,17,0,6,0,0,1,74422,77,223,30,48,44,35,20,6,11,1481,240,4,150,131,38,7580,317,-20,337,246,104,246,50,1053403,105418,73679,11,299287,230323,299287,230323,123,53,0
-79.029167,35.779167,1.015,22,0,12,36,0,1,17,0,6,0,0,1,74422,77,223,30,48,44,35,20,6,11,1481,240,4,150,131,38,7580,317,-20,337,246,104,246,50,1053403,105418,73679,11,299287,230323,299287,230323,123,53,0
-79.020836,35.745834,0.95188888888889,22,0,12,36,0,1,17,0,6,0,0,1,77690.5333333333,54.0666666666667,195.533333333333,30,48,44,35,20,6,11,1481,240,4,150,131,38,7580,317,-20,337,246,104,246,50,1053403,105418,73679,11,299287,230323,299287,230323,123,53,0
-79.012497,35.745834,0.934166666666667,22,0,12,36,0,1,17,0,6,0,0,1,74422,77,223,30,48,44,35,20,6,11,1481,240,4,150,131,38,7580,317,-20,337,246,104,246,50,1053403,105418,73679,11,299287,230323,299287,230323,123,53,0
-79.004166,35.795834,1.14,22,0,12,36,0,1,17,0,6,0,0,1,79324.8,42.6,181.8,30,48,44,35,20,6,11,1481,240,4,150,131,38,7580,317,-20,337,246,104,246,50,1053403,105418,73679,11,299287,230323,299287,230323,123,53,0
-78.962502,38.487499,7.1,1,0,18,22,0,11,48,0,0,0,0,0,4105.57142857143,10.8571428571429,149.714285714286,38,60,36,41,23,8,25,1428,238,10,113,134,37,8118,297,-64,361,208,6,216,6,54004,5590,3383,16,16033,10346,16033,10346,488,190,1
-78.92083,40.295834,0.976666666666667,1,0,44,9,0,7,38,0,1,0,0,0,171156,16,147,47,54,41,40,19,8,19,1423,240,6,85,120,33,8608,268,-93,361,173,-30,192,-30,1981048,199145,135819,12,578514,424834,578514,424834,659,172,4
-78.887497,38.420834,3.8375,5,3,2,11,0,7,30,0,42,0,0,0,3419,-7,127,34,62,40,38,22,9,22,1431,240,8,116,133,37,8116,299,-61,360,211,9,219,9,41777,4299,2660,16,12407,8121,12407,8121,427,79,1
-78.870834,36.120834,0.821333333333333,3,0,23,34,0,4,36,0,0,0,0,0,29243,70,217,31,49,41,36,22,6,12,1435,240,4,144,132,38,7717,315,-29,344,242,98,242,42,415776,40874,29243,10,116435,93509,116435,93509,180,46,2
-78.82917,36.154167,0.715833333333333,2,0,23,21,0,6,49,0,0,0,0,0,48278,70,216,30,49,43,36,21,6,11,1453,240,4,143,132,38,7748,314,-30,344,241,97,241,41,688886,68413,48278,10,193191,156236,193191,156236,178,48,0
-78.779167,36.070835,1.15444444444444,11,0,17,35,0,3,27,0,4,0,0,0,86425,36.5,175.833333333333,31,48,43,35,20,6,11,1465,240,4,147,131,38,7637,316,-24,340,244,101,244,46,1124526,111301,78418,11,316251,250978,316251,250978,137,47,0
-78.770836,36.154167,0.518333333333334,6,0,21,44,0,3,21,0,4,0,0,1,10878,71,217,34,49,44,36,21,7,12,1441,240,4,145,132,38,7712,316,-28,344,243,99,243,43,156817,15630,10878,11,44183,34971,44183,34971,144,48,2
-78.754166,38.320835,1.82166666666666,4,0,26,21,0,5,42,0,1,0,0,0,299364,-5.5,129.5,46,57,39,40,21,10,21,1402,239,10,114,133,37,7988,294,-61,355,208,9,216,9,4171465,417406,277282,13,1184646,844229,1184646,844229,539,227,4
-78.6875,36.012501,0.935555555555556,11,0,17,35,0,3,27,0,4,0,0,0,84666.5,30,167.5,31,48,43,35,20,6,11,1465,240,4,147,131,38,7637,316,-24,340,244,101,244,46,1124526,111301,78418,11,316251,250978,316251,250978,137,47,0
-78.67083,35.712502,2.75625,10,0,11,18,0,6,52,0,4,0,0,0,3509,39,170,28,49,45,35,21,6,10,1477,240,4,154,125,38,7495,316,-14,330,249,109,249,55,39129,4099,2589,13,11394,8408,11394,8408,116,45,1
-78.637497,38.695835,2.42916666666666,2,0,19,25,0,9,45,0,0,0,0,0,26675,0.25,136.625,42,58,39,40,22,10,22,1420,240,9,117,135,37,8222,301,-64,365,213,8,221,8,359458,36215,23002,15,105123,70296,105123,70296,429,296,2
-78.629166,35.979168,0.866666666666667,11,0,17,35,0,3,27,0,4,0,0,0,90368.4285714286,41.7142857142857,182.142857142857,31,48,43,35,20,6,11,1465,240,4,147,131,38,7637,316,-24,340,244,101,244,46,1191675,117960,83086,11,335164,265917,335164,265917,137,48,0
-78.604164,35.654167,0.703333333333333,12,0,13,25,0,4,37,0,9,0,0,1,20518,83,226,29,49,45,35,20,6,11,1480,240,4,154,126,38,7508,317,-14,331,249,109,249,55,307722,32498,20518,14,90035,65783,90035,65783,113,49,2
-78.570831,35.9375,0.84,10,0,19,34,0,4,30,0,2,0,0,1,244565.714285714,41.2857142857143,181.285714285714,32,49,43,36,21,6,12,1456,240,5,146,132,38,7662,316,-26,342,243,101,243,45,3228249,320183,224139,11,909634,717663,909634,717663,149,51,4
-78.387497,37.304165,0.596666666666667,2,0,26,48,0,3,20,0,0,0,0,0,94469,58,205,34,49,44,36,20,7,12,1430,240,4,133,133,37,7994,309,-45,354,228,27,235,27,1264823,123313,94469,9,345298,285844,345298,285844,170,62,3
-78.345833,39.654167,0.99929411764706,6,0,67,10,0,3,14,0,0,0,0,0,33888,7.5,135.5,40,55,41,40,19,10,18,1440,240,5,104,125,34,8620,292,-74,366,192,-9,213,-9,391382,39257,24817,14,115340,77491,115340,77491,344,224,2
-78.337502,38.979168,1.82891534391534,3,0,32,25,0,6,33,0,0,0,0,0,221992.5,-2.16666666666667,135.5,45,57,39,40,21,10,21,1413,239,9,114,136,37,8218,298,-68,366,198,4,217,4,2891690,292104,182249,15,848357,557898,848357,557898,450,290,3
-78.262497,37.854168,1.16666666666667,2,0,33,44,0,4,15,0,2,0,0,0,210664,-31,89,36,49,42,37,21,7,13,1426,240,5,132,128,36,8099,309,-44,353,226,25,234,25,3033939,307217,204647,13,862450,631063,862450,631063,233,213,4
-78.212502,38.912498,1.5055873015873,3,0,30,25,0,5,35,0,1,0,0,0,496569.533333333,-3.6,132.066666666667,45,56,39,40,21,10,20,1404,239,10,115,134,37,8068,296,-62,358,210,8,217,8,6404216,636534,421516,13,1819996,1286934,1819996,1286934,501,282,4
-78.1875,40.470833,1.815,2,0,56,6,0,4,29,0,4,0,0,0,104505.5,0,122.5,39,56,39,42,19,10,20,1456,240,8,96,119,32,8736,285,-79,364,186,-19,206,-19,1216825,123345,78763,14,365608,243565,365608,243565,468,315,3
-78.137497,40.612499,1.36333333333333,2,0,59,8,0,4,25,0,1,0,0,0,107329,-2,119,43,56,39,42,20,10,20,1439,239,9,93,118,32,8750,281,-83,364,182,-23,203,-23,1289176,136404,81162,16,394105,251220,394105,251220,448,272,3
-78.087502,37.670834,0.718115384615385,5,0,41,39,0,3,12,0,1,0,0,0,2104500,10.3076923076923,149.538461538462,49,50,42,37,20,10,16,1380,239,8,125,133,37,7941,301,-50,351,206,20,225,20,25885703,2574899,1806215,11,7167710,5535572,7167710,5535572,426,299,5
-78.054169,39.337502,1.93333333333333,0,0,40,11,0,4,44,0,0,0,0,0,4763,42,175,35,57,38,40,22,8,19,1478,240,6,113,125,34,8630,300,-67,367,202,0,223,0,56397,5712,3603,14,16598,11124,16598,11124,229,138,1
-78.037498,39.512501,0.766666666666666,2,0,69,10,0,3,15,0,0,0,0,0,68599,7,136.666666666667,40,56,41,39,20,9,18,1443,240,7,112,127,34,8572,299,-69,368,200,-1,221,-1,888564,89985,56453,14,263180,172828,263180,172828,282,214,3
-77.970833,38.362499,1.49448484848485,1,0,27,35,0,7,30,0,0,0,0,0,154849.181818182,10.7272727272727,144.727272727273,35,49,41,38,21,7,13,1435,240,5,127,130,36,8175,306,-52,358,230,19,230,19,2062893,201620,137227,12,580346,422839,580346,422839,256,221,3
-77.9375,39.420834,2.4,0,0,17,8,0,8,63,0,3,0,0,0,73174.5,-5,119.5,30,59,38,40,22,7,19,1496,240,6,115,126,34,8576,301,-66,367,203,2,224,2,993030,100165,63728,14,292385,195947,292385,195947,197,58,3
-77.879166,43.104168,2.55045505219418,0,0,24,6,0,6,64,0,1,0,0,0,34354.6956521739,-37.0869565217391,64.695652173913,28,58,43,40,17,7,22,1525,240,4,81,105,28,9223,271,-94,365,198,-30,198,-38,475974,49159,26401,18,137461,87441,137461,87441,240,51,2
-77.837502,42.737499,7.79493197278912,0,0,41,8,0,6,45,0,0,0,0,0,86418.8571428571,-32.7142857142857,86.8571428571429,40,57,43,40,17,10,20,1492,240,5,79,119,32,9021,273,-100,373,192,-31,192,-39,1193649,140958,62535,22,369916,201461,369916,201461,421,247,3
-77.82917,39.479168,2.93388888888889,0,0,15,9,0,4,73,0,0,0,0,0,5350.66666666667,13,138,30,60,35,42,23,6,23,1499,240,7,116,123,33,8658,302,-63,365,204,1,225,1,67961,6823,4428,12,19669,13862,19669,13862,148,35,1
-77.82917,42.679165,2.09078125,0,0,38,7,0,6,49,0,0,0,0,0,17610,-75.5,33.5,36,56,43,41,17,9,20,1516,240,5,79,118,31,9095,274,-100,374,194,-31,194,-40,305982,35922,15849,22,94403,51514,94403,51514,394,228,2
-77.8125,39.712502,4.20714942200657,2,0,33,6,0,8,50,0,1,0,0,0,165781.428571429,-18.1428571428571,96.2857142857143,32,58,38,41,21,9,20,1474,240,5,108,119,32,8808,296,-69,365,199,-8,220,-8,2067315,203402,138547,11,590716,432793,590716,432793,272,212,3
-77.79583,39.4375,1.46233333333333,3,0,60,11,0,4,21,0,1,0,0,0,1997554,8,140.5,46,55,40,40,20,11,19,1421,239,7,106,129,35,8436,291,-73,364,192,-5,212,-5,23329870,2314479,1510843,13,6826969,4698638,6826969,4698638,455,312,5
-77.787498,39.279167,1.29166666666667,3,0,33,23,0,6,35,0,1,0,0,0,828661.5,-6.5,128,43,56,39,40,21,10,20,1415,239,9,115,134,36,8185,298,-65,363,199,6,219,6,11609542,1154731,752134,14,3343466,2297799,3343466,2297799,441,271,4
-77.787498,43.012501,3.02037878787879,0,0,29,7,0,6,57,0,1,0,0,0,45170.3333333333,-45,60.3333333333333,34,57,42,41,17,9,22,1516,240,5,80,108,29,9193,270,-97,367,196,-32,196,-40,654108,68980,35881,18,191416,117536,191416,117536,350,127,3
-77.729164,43.245834,2.6680464745982,1,0,43,7,0,5,33,0,12,0,0,0,1870.13793103448,-36.551724137931,62.3103448275862,28,56,41,42,17,7,21,1547,240,3,86,103,28,9286,276,-90,366,158,-27,203,-35,25450,2584,1517,15,7195,4969,7195,4969,122,45,1
-77.679169,43.095833,1.80361111111111,1,0,41,9,0,6,43,0,1,0,0,0,648072,-31.8333333333333,84.1666666666667,40,57,42,41,17,9,21,1487,240,5,77,116,31,9072,270,-102,372,191,-33,191,-42,8903940,1015879,481081,20,2706017,1562781,2706017,1562781,423,176,4
-77.612503,39.337502,4.93214285714286,0,0,7,2,0,14,77,0,0,0,0,0,2155.75,10.75,134.25,26,57,42,41,17,7,16,1511,240,4,117,121,33,8587,301,-60,361,205,3,226,3,26873,2668,1788,12,7687,5564,7687,5564,160,116,1
-77.612503,43.245834,1.9432742445463,1,0,41,8,0,6,43,0,2,0,0,0,610909.516666667,-51.8666666666667,60.05,39,57,42,41,17,9,21,1488,240,5,77,115,31,9090,270,-102,372,191,-33,191,-42,9081658,1033106,491669,20,2755971,1597212,2755971,1597212,418,173,4
-77.587502,35.5625,1.76666666666667,2,0,9,12,0,10,65,0,1,0,0,0,6674,3,127,22,50,47,35,18,4,11,1556,240,0,157,129,39,7322,319,-10,329,249,113,249,60,86969,9990,5185,21,28254,16449,28254,16449,26,13,1
-77.587502,42.954166,1.06418400673401,2,0,49,9,0,3,35,0,0,0,0,2,51483.7333333333,-38.5333333333333,70.8666666666667,34,57,42,41,17,9,21,1497,240,6,81,112,30,9110,272,-96,368,196,-30,196,-37,735096,81485,39041,21,221996,127299,221996,127299,382,303,3
-77.57917,35.429165,1.21666666666667,1,0,8,8,0,11,70,0,1,0,0,0,248030.5,60,199.5,24,51,46,35,19,4,11,1531,240,1,156,130,39,7384,320,-11,331,249,111,249,59,3233766,369385,204362,19,1021327,632358,1021327,632358,47,24,3
-77.57917,43.104168,1.16666666666667,7,1,13,7,0,4,22,0,46,0,0,0,3158,17,131,25,58,44,40,16,6,21,1573,240,4,87,105,28,9267,278,-89,367,204,-26,204,-33,36465,3690,2132,16,10370,6940,10370,6940,165,45,1
-77.529167,35.895832,0.896666666666667,3,0,16,31,0,6,43,0,1,0,0,0,781215,-11,116,32,49,46,35,19,6,11,1475,240,4,148,133,39,7620,318,-23,341,245,103,245,48,9556369,992146,657674,13,2823795,2017049,2823795,2017049,80,35,4
-77.529167,38.3125,1.50597222222222,1,0,30,35,0,6,28,0,0,0,0,0,490676.333333333,-10.75,117.916666666667,35,50,42,38,20,7,13,1442,240,5,126,129,35,8267,306,-55,361,230,16,230,16,6561484,631461,439601,12,1840362,1351652,1840362,1351652,205,167,4
-77.529167,43.104168,2.40618376068376,1,0,33,7,0,4,38,0,16,0,0,1,2837.33333333333,-33.8,66.9333333333333,27,57,43,41,16,7,21,1556,240,4,87,105,28,9242,278,-89,367,204,-26,204,-33,39143,3937,2249,16,11171,7331,11171,7331,182,54,1
-77.529167,43.162498,1.72779975579976,2,0,28,6,0,2,39,0,23,0,0,0,32052.3333333333,-36.6666666666667,64.3333333333333,27,57,43,41,17,7,22,1557,240,5,87,106,28,9260,279,-89,368,159,-26,204,-33,448236,44979,25745,16,127564,83696,127564,83696,170,67,3
-77.529167,43.170834,1.8320029072235,3,0,26,6,0,2,37,0,25,0,0,0,34036.6470588235,-33.9411764705882,67.0294117647059,27,57,43,41,17,7,22,1557,240,5,87,106,28,9260,279,-89,368,159,-26,204,-33,471037,47179,27109,16,133996,88120,133996,88120,168,67,3
-77.520836,43.129166,2.16010582010582,4,0,19,7,0,3,26,0,39,0,0,0,6933.46666666667,-62.4,32.1333333333333,26,57,44,40,16,6,21,1571,240,4,87,105,28,9267,278,-89,367,159,-26,204,-33,106527,10730,6206,16,30241,20187,30241,20187,167,46,2
-77.520836,43.154167,5.43333333333333,2,0,29,6,0,2,40,0,21,0,0,0,37531,18,131,27,57,43,41,17,7,22,1557,240,5,87,106,28,9251,279,-89,368,159,-26,204,-33,430309,43237,24679,16,122498,80243,122498,80243,171,68,3
-77.512497,43.145832,1.88490135905761,2,0,28,6,0,2,41,0,21,0,0,0,30140.1,-38.45,61.625,27,57,43,41,17,7,22,1557,240,5,87,105,28,9251,278,-89,367,159,-26,204,-33,425432,42763,24390,17,121119,79307,121119,79307,172,67,3
-77.495834,43.0625,2.26119444444444,0,0,36,5,0,2,54,0,3,0,0,0,12542.8,-17.8,86.6,29,58,42,41,18,7,23,1532,240,6,86,107,29,9216,278,-90,368,203,-26,203,-33,164133,16864,9195,18,47433,29996,47433,29996,195,84,2
-77.479164,37.229168,0.541051587301587,2,0,23,54,0,3,17,0,0,0,0,0,449340.214285714,16.7142857142857,155.857142857143,35,48,45,35,20,7,11,1442,240,4,135,133,37,7971,311,-42,353,229,30,236,30,5558407,540594,405151,9,1529450,1276297,1529450,1276297,121,51,4
-77.479164,37.529167,0.776166666666667,5,0,39,40,0,3,12,0,1,0,0,0,2237155.4,13.6,153,48,50,43,37,20,10,15,1386,239,7,125,133,37,7964,302,-49,351,207,20,226,20,28070740,2786284,1975330,10,7760147,6029274,7760147,6029274,399,280,5
-77.479164,43.029167,1.67741101491101,0,0,35,5,0,3,57,0,0,0,0,0,7973.85714285714,-48.4285714285714,51.6190476190476,30,58,41,41,18,8,24,1526,240,7,86,107,29,9216,277,-90,367,203,-26,203,-33,118264,12213,6588,18,34308,21510,34308,21510,199,77,2
-77.45417,37.679165,1.285,8,0,14,43,0,2,28,0,5,0,0,0,14063,-26,95,27,48,50,34,15,7,10,1549,240,1,136,127,36,8024,309,-40,349,238,30,238,30,193656,19203,13675,10,54177,44103,54177,44103,77,28,2
-77.4375,38.879166,2.21989898989899,7,0,4,16,0,4,24,0,45,0,0,0,1064,6.6,130.4,26,54,46,36,18,6,14,1552,240,6,126,122,34,8485,306,-51,357,226,14,233,14,14126,1394,966,10,3924,3040,3924,3040,104,49,1
-77.429169,37.854168,0.518,3,0,23,49,0,4,18,0,0,0,0,3,150959,12.7142857142857,145.428571428571,34,49,45,36,20,7,12,1449,239,5,132,128,36,8121,308,-45,353,235,25,235,25,1950657,190414,137218,10,547675,424758,547675,424758,108,50,4
-77.345833,37.962502,0.626388888888889,3,0,23,54,0,4,15,0,0,0,0,0,123201.666666667,44,181.666666666667,32,49,46,36,19,6,12,1471,240,2,133,126,35,8162,308,-44,352,236,25,236,25,1584168,154570,112139,9,440786,353125,440786,353125,80,40,3
-77.32917,37.779167,0.721550616050616,3,0,24,49,0,3,19,0,0,0,0,1,363840.769230769,20.4615384615385,155,34,49,45,36,20,7,12,1455,240,4,134,128,36,8095,308,-44,352,236,26,236,26,4599123,451696,326022,10,1290666,1012106,1290666,1012106,103,49,4
-77.32917,38.887501,2.31274305555556,6,0,17,41,1,2,9,0,25,0,0,0,1835.66666666667,7.33333333333333,129.083333333333,33,51,46,36,18,7,12,1496,240,5,126,120,33,8509,305,-50,355,226,13,233,13,24533,2423,1679,11,6838,5282,6838,5282,127,52,1
-77.32917,41.270832,0.468888888888889,6,0,67,17,0,4,6,0,0,0,0,0,169620.333333333,-6,119,65,55,43,39,18,14,21,1412,240,8,83,119,32,8850,273,-96,369,173,-34,194,-34,2171665,253771,122221,20,688641,401418,688641,401418,520,285,4
-77.320831,38.512501,1.405,7,0,40,43,0,4,5,0,0,0,0,1,10109,61,194,38,48,45,36,19,7,13,1448,240,4,132,119,34,8383,309,-42,351,231,22,238,22,129864,13061,9119,9,36081,28702,36081,28702,81,59,1
-77.320831,38.912498,3.55919845779221,5,0,19,43,1,1,10,0,21,0,0,0,3132.25,7.33333333333333,128.666666666667,35,50,47,36,18,7,11,1493,240,5,126,120,33,8526,305,-50,355,227,13,234,13,41894,4138,2866,11,11692,9015,11692,9015,120,49,1
-77.245834,38.979168,2.05416666666667,6,0,45,38,0,4,22,0,23,0,0,0,1779580,31,159,39,53,46,38,19,8,15,1491,240,6,126,120,33,8512,306,-50,356,213,14,234,14,22598963,2236211,1479226,12,6531492,4580254,6531492,4580254,251,163,2
-77.237503,39.679165,1.27666666666667,1,0,15,8,0,9,66,0,1,0,0,0,61446,15.5,140,24,55,40,40,20,6,16,1506,240,3,111,121,33,8683,299,-66,365,158,-3,221,-3,714603,69247,49489,9,199366,156367,199366,156367,190,88,3
-77.229164,38.8125,1.84700595238095,12,0,6,13,0,1,12,0,56,0,0,0,8026.5,20.25,143.75,34,50,48,36,16,7,11,1506,240,6,127,118,33,8473,304,-48,352,227,15,234,15,104552,10432,7186,11,29397,22639,29397,22639,110,50,1
